code,name,description,refreshed_at,from_date,to_date
ELSTAROIL,"Stock Prices for ELSTAROIL, ISIN PLELSTO00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ELSTAROIL<br><br>ISIN: PLELSTO00018<br><br>Currency: PLN,2016-09-12 17:17:03,2004-07-16,2012-03-09
ELZAB,"Stock Prices for ELZAB, ISIN PLELZAB00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ELZAB<br><br>ISIN: PLELZAB00010<br><br>Currency: PLN,2020-04-24 18:30:34,1998-05-13,2020-04-24
EMAX,"Stock Prices for EMAX, ISIN PLEMAX000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EMAX<br><br>ISIN: PLEMAX000011<br><br>Currency: PLN,2016-09-12 18:15:05,2002-11-20,2007-06-15
EMCINSMED,"Stock Prices for EMCINSMED, ISIN PLEMCIM00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EMCINSMED<br><br>ISIN: PLEMCIM00017<br><br>Currency: PLN,2020-04-24 18:30:34,2005-08-17,2020-04-24
EMPERIA,"Stock Prices for EMPERIA, ISIN PLELDRD00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EMPERIA<br><br>ISIN: PLELDRD00017<br><br>Currency: PLN,2018-08-20 18:30:30,2002-01-03,2018-08-20
ENAP,"Stock Prices for ENAP, ISIN PLENAP000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENAP<br><br>ISIN: PLENAP000010<br><br>Currency: PLN,2020-04-24 18:30:34,1997-08-20,2020-04-24
ENEA,"Stock Prices for ENEA, ISIN PLENEA000013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENEA<br><br>ISIN: PLENEA000013<br><br>Currency: PLN,2020-04-24 18:30:34,2009-01-30,2020-04-24
ENELMED,"Stock Prices for ENELMED, ISIN PLENLMD00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENELMED<br><br>ISIN: PLENLMD00017<br><br>Currency: PLN,2020-04-24 18:30:34,2011-07-18,2020-04-24
ENERGA,"Stock Prices for ENERGA, ISIN PLENERG00022, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENERGA<br><br>ISIN: PLENERG00022<br><br>Currency: PLN,2020-04-24 18:30:34,2013-12-11,2020-04-24
ENERGOINS,"Stock Prices for ENERGOINS, ISIN PLERGIN00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENERGOINS<br><br>ISIN: PLERGIN00015<br><br>Currency: PLN,2020-04-24 18:30:34,2007-10-30,2020-04-24
ENERGOPLD,"Stock Prices for ENERGOPLD, ISIN PLENMPD00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENERGOPLD<br><br>ISIN: PLENMPD00018<br><br>Currency: PLN,2016-09-12 19:15:53,1997-11-13,2014-03-10
ENERGOPN,"Stock Prices for ENERGOPN, ISIN PLENMPN00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENERGOPN<br><br>ISIN: PLENMPN00017<br><br>Currency: PLN,2016-09-12 19:15:53,1998-04-15,2011-02-01
ENERGOPOL,"Stock Prices for ENERGOPOL, ISIN PLERGPL00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENERGOPOL<br><br>ISIN: PLERGPL00014<br><br>Currency: PLN,2016-09-12 19:15:53,1998-11-06,2013-03-21
ENTER,"Stock Prices for ENTER, ISIN PLENTER00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ENTER<br><br>ISIN: PLENTER00017<br><br>Currency: PLN,2020-04-24 18:30:34,2016-01-15,2020-04-24
ERBUD,"Stock Prices for ERBUD, ISIN PLERBUD00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ERBUD<br><br>ISIN: PLERBUD00012<br><br>Currency: PLN,2020-04-24 18:30:34,2007-06-19,2020-04-24
ERG,"Stock Prices for ERG, ISIN PLERGZB00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ERG<br><br>ISIN: PLERGZB00014<br><br>Currency: PLN,2020-04-24 18:30:34,2007-12-07,2020-04-24
ERGIS,"Stock Prices for ERGIS, ISIN PLEUFLM00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ERGIS<br><br>ISIN: PLEUFLM00017<br><br>Currency: PLN,2020-04-24 18:30:34,2006-06-12,2020-04-24
ESOTIQ,"Stock Prices for ESOTIQ, ISIN PLESTHN00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ESOTIQ<br><br>ISIN: PLESTHN00018<br><br>Currency: PLN,2020-04-24 18:30:34,2015-07-16,2020-04-24
ESPEBEPE,"Stock Prices for ESPEBEPE, ISIN PLESPBP00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ESPEBEPE<br><br>ISIN: PLESPBP00014<br><br>Currency: PLN,2016-09-12 20:08:28,1994-10-06,2003-04-30
ESSYSTEM,"Stock Prices for ESSYSTEM, ISIN PLESSYS00030, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ESSYSTEM<br><br>ISIN: PLESSYS00030<br><br>Currency: PLN,2020-04-09 18:30:44,2007-03-09,2020-04-09
ESTAR,"Stock Prices for ESTAR, ISIN HU0000089198, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: ESTAR<br><br>ISIN: HU0000089198<br><br>Currency: PLN,2020-04-24 18:30:34,2011-03-22,2020-04-24
EUCO,"Stock Prices for EUCO, ISIN PLERPCO00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUCO<br><br>ISIN: PLERPCO00017<br><br>Currency: PLN,2020-04-24 18:30:34,2010-12-29,2020-04-24
EUIMPLANT,"Stock Prices for EUIMPLANT, ISIN PLERPLT00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUIMPLANT<br><br>ISIN: PLERPLT00017<br><br>Currency: PLN,2016-09-12 15:02:17,2011-03-29,2015-04-02
EUROCASH,"Stock Prices for EUROCASH, ISIN PLEURCH00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUROCASH<br><br>ISIN: PLEURCH00011<br><br>Currency: PLN,2020-04-24 18:30:34,2005-02-04,2020-04-24
EUROFAKTR,"Stock Prices for EUROFAKTR, ISIN PLERFKT00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUROFAKTR<br><br>ISIN: PLERFKT00010<br><br>Currency: PLN,2016-09-12 17:17:03,2004-12-30,2012-02-27
EUROHOLD,"Stock Prices for EUROHOLD, ISIN BG1100114062, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUROHOLD<br><br>ISIN: BG1100114062<br><br>Currency: PLN,2020-04-24 18:30:34,2011-12-15,2020-04-24
EUROMARK,"Stock Prices for EUROMARK, ISIN PLERMRK00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUROMARK<br><br>ISIN: PLERMRK00010<br><br>Currency: PLN,2016-09-12 16:58:56,2006-09-29,2013-07-26
EUROTEL,"Stock Prices for EUROTEL, ISIN PLERTEL00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EUROTEL<br><br>ISIN: PLERTEL00011<br><br>Currency: PLN,2020-04-24 18:30:34,2007-01-31,2020-04-24
EVEREST,"Stock Prices for EVEREST, ISIN PLWDMCP00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EVEREST<br><br>ISIN: PLWDMCP00013<br><br>Currency: PLN,2020-04-24 18:30:34,2015-02-17,2020-04-24
EXBUD,"Stock Prices for EXBUD, ISIN PLEXBUD00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EXBUD<br><br>ISIN: PLEXBUD00010<br><br>Currency: PLN,2016-09-13 15:09:40,1991-04-16,2002-08-05
EXBUD_2,"Stock Prices for EXBUD 2, ISIN PL0000090035, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EXBUD 2<br><br>ISIN: PL0000090035<br><br>Currency: PLN,2016-09-12 20:08:29,1994-05-05,1994-06-16
EXILLON,"Stock Prices for EXILLON, ISIN IM00B58FMW76, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: EXILLON<br><br>ISIN: IM00B58FMW76<br><br>Currency: PLN,2018-01-29 18:30:38,2012-10-29,2018-01-29
FAM,"Stock Prices for FAM, ISIN PLFAM0000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FAM<br><br>ISIN: PLFAM0000012<br><br>Currency: PLN,2018-02-19 18:30:34,2004-11-03,2018-02-19
FAMOT,"Stock Prices for FAMOT, ISIN PLFAMOT00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FAMOT<br><br>ISIN: PLFAMOT00011<br><br>Currency: PLN,2016-09-12 19:15:53,1998-06-23,2002-11-21
FAMUR,"Stock Prices for FAMUR, ISIN PLFAMUR00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FAMUR<br><br>ISIN: PLFAMUR00012<br><br>Currency: PLN,2020-04-24 18:30:34,2006-08-04,2020-04-24
FARMACOL,"Stock Prices for FARMACOL, ISIN PLFRMCL00066, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FARMACOL<br><br>ISIN: PLFRMCL00066<br><br>Currency: PLN,2017-06-23 19:01:32,1999-06-15,2017-06-19
FARMFOOD,"Stock Prices for FARMFOOD, ISIN PLFRMFD00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FARMFOOD<br><br>ISIN: PLFRMFD00017<br><br>Currency: PLN,2016-09-12 19:49:00,1995-10-13,2000-07-28
FASING,"Stock Prices for FASING, ISIN PLFSING00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FASING<br><br>ISIN: PLFSING00010<br><br>Currency: PLN,2020-04-24 18:30:34,2000-09-18,2020-04-24
FASTFIN,"Stock Prices for FASTFIN, ISIN PLFSTFC00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FASTFIN<br><br>ISIN: PLFSTFC00012<br><br>Currency: PLN,2020-04-24 18:30:34,2010-03-30,2020-04-24
FEERUM,"Stock Prices for FEERUM, ISIN PLFEERM00018, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FEERUM<br><br>ISIN: PLFEERM00018<br><br>Currency: PLN,2020-04-24 18:30:34,2013-05-31,2020-04-24
FENGHUA,"Stock Prices for FENGHUA, ISIN DE000A13SX89, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FENGHUA<br><br>ISIN: DE000A13SX89<br><br>Currency: PLN,2020-04-24 18:30:34,2014-11-06,2020-04-24
FERRO,"Stock Prices for FERRO, ISIN PLFERRO00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FERRO<br><br>ISIN: PLFERRO00016<br><br>Currency: PLN,2020-04-24 18:30:34,2010-04-14,2020-04-24
FERRUM,"Stock Prices for FERRUM, ISIN PLFERUM00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FERRUM<br><br>ISIN: PLFERUM00014<br><br>Currency: PLN,2020-04-24 18:30:34,1997-06-27,2020-04-24
FMG,"Stock Prices for FMG, ISIN PLTHP0000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FMG<br><br>ISIN: PLTHP0000011<br><br>Currency: PLN,2020-04-24 18:30:34,2016-08-08,2020-04-24
FON,"Stock Prices for FON, ISIN EE3100005166, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FON<br><br>ISIN: EE3100005166<br><br>Currency: PLN,2020-04-24 18:30:34,1999-05-27,2020-04-24
FORTE,"Stock Prices for FORTE, ISIN PLFORTE00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FORTE<br><br>ISIN: PLFORTE00012<br><br>Currency: PLN,2020-04-24 18:30:34,1996-07-24,2020-04-24
FORTISPL,"Stock Prices for FORTISPL, ISIN PLPPAB000011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FORTISPL<br><br>ISIN: PLPPAB000011<br><br>Currency: PLN,2016-09-12 19:49:00,1994-11-07,2011-05-02
FORTUNA,"Stock Prices for FORTUNA, ISIN NL0009604859, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FORTUNA<br><br>ISIN: NL0009604859<br><br>Currency: PLN,2018-06-08 18:30:22,2010-10-28,2018-06-08
FORTWRO,"Stock Prices for FORTWRO, ISIN PLMPEC000027, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FORTWRO<br><br>ISIN: PLMPEC000027<br><br>Currency: PLN,2016-09-12 18:58:26,2000-03-23,2006-04-28
FOTA,"Stock Prices for FOTA, ISIN PLFOTA000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: FOTA<br><br>ISIN: PLFOTA000014<br><br>Currency: PLN,2018-01-12 18:30:31,2006-12-29,2018-01-12
GADUGADU,"Stock Prices for GADUGADU, ISIN PLGADU000013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GADUGADU<br><br>ISIN: PLGADU000013<br><br>Currency: PLN,2016-09-12 16:29:23,2007-03-26,2009-02-24
GAMEOPS,"Stock Prices for GAMEOPS, ISIN PLGMSOP00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GAMEOPS<br><br>ISIN: PLGMSOP00019<br><br>Currency: PLN,2020-04-24 18:30:34,2020-04-17,2020-04-24
GANT,"Stock Prices for GANT, ISIN PLGANT000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GANT<br><br>ISIN: PLGANT000014<br><br>Currency: PLN,2016-09-12 18:58:26,1998-12-02,2015-05-22
GASTELZUR,"Stock Prices for GASTELZUR, ISIN PLZRWZW00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GASTELZUR<br><br>ISIN: PLZRWZW00012<br><br>Currency: PLN,2016-09-12 16:29:13,2007-12-07,2011-12-15
GEKOPLAST,"Stock Prices for GEKOPLAST, ISIN PLGKPLS00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GEKOPLAST<br><br>ISIN: PLGKPLS00019<br><br>Currency: PLN,2018-04-23 18:30:44,2016-05-11,2018-04-23
GETBACK,"Stock Prices for GETBACK, ISIN PLGTBCK00297, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GETBACK<br><br>ISIN: PLGTBCK00297<br><br>Currency: PLN,2020-04-24 18:30:34,2017-07-17,2020-04-24
GETBANK,"Stock Prices for GETBANK, ISIN PLGETBK00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GETBANK<br><br>ISIN: PLGETBK00012<br><br>Currency: PLN,2016-09-12 14:44:46,2012-01-20,2012-06-15
GETIN,"Stock Prices for GETIN, ISIN PLGSPR000014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GETIN<br><br>ISIN: PLGSPR000014<br><br>Currency: PLN,2020-04-24 18:30:34,2001-05-10,2020-04-24
GETINOBLE,"Stock Prices for GETINOBLE, ISIN PLGETBK00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GETINOBLE<br><br>ISIN: PLGETBK00012<br><br>Currency: PLN,2020-04-24 18:30:34,2007-12-07,2020-04-24
GFPREMIUM,"Stock Prices for GFPREMIUM, ISIN PLGFPRE00040, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GFPREMIUM<br><br>ISIN: PLGFPRE00040<br><br>Currency: PLN,2016-09-12 16:29:13,2007-09-03,2011-04-08
GINOROSSI,"Stock Prices for GINOROSSI, ISIN PLGNRSI00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GINOROSSI<br><br>ISIN: PLGNRSI00015<br><br>Currency: PLN,2019-09-27 18:30:26,2006-07-26,2019-09-27
GKI,"Stock Prices for GKI, ISIN PLGKINW00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GKI<br><br>ISIN: PLGKINW00012<br><br>Currency: PLN,2016-09-12 18:25:27,2001-05-17,2003-03-19
GLCOSMED,"Stock Prices for GLCOSMED, ISIN PLGLBLC00011, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GLCOSMED<br><br>ISIN: PLGLBLC00011<br><br>Currency: PLN,2020-04-24 18:30:34,2013-08-19,2020-04-24
GLOBALNGR,"Stock Prices for GLOBALNGR, ISIN PLHRDEX00021, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GLOBALNGR<br><br>ISIN: PLHRDEX00021<br><br>Currency: PLN,2016-09-12 14:19:03,2013-05-07,2013-05-14
GLOBALNRG,"Stock Prices for GLOBALNRG, ISIN PLHRDEX00021, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GLOBALNRG<br><br>ISIN: PLHRDEX00021<br><br>Currency: PLN,2016-09-12 14:19:00,2013-05-15,2014-07-28
GLOBCITYHD,"Stock Prices for GLOBCITYHD, ISIN NL0000687309, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GLOBCITYHD<br><br>ISIN: NL0000687309<br><br>Currency: PLN,2016-09-08 14:14:57,2014-03-06,2015-09-28
GOBARTO,"Stock Prices for GOBARTO, ISIN PLDUDA000016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GOBARTO<br><br>ISIN: PLDUDA000016<br><br>Currency: PLN,2020-04-24 18:30:34,2016-10-21,2020-04-24
GORENJE,"Stock Prices for GORENJE, ISIN SI0031104076, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GORENJE<br><br>ISIN: SI0031104076<br><br>Currency: PLN,2019-01-10 18:30:19,2013-12-30,2019-01-10
GPRD,"Stock Prices for GPRD, ISIN PLGPRD000037, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GPRD<br><br>ISIN: PLGPRD000037<br><br>Currency: PLN,2016-09-12 19:32:30,1997-03-03,2003-03-19
GPRE,"Stock Prices for GPRE, ISIN NL0012235980, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GPRE<br><br>ISIN: NL0012235980<br><br>Currency: PLN,2019-09-27 18:30:26,2017-04-13,2019-09-27
GPW,"Stock Prices for GPW, ISIN PLGPW0000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GPW<br><br>ISIN: PLGPW0000017<br><br>Currency: PLN,2020-04-24 18:30:34,2010-11-09,2020-04-24
GRAAL,"Stock Prices for GRAAL, ISIN PLGRAAL00022, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GRAAL<br><br>ISIN: PLGRAAL00022<br><br>Currency: PLN,2017-03-24 19:01:26,2005-03-09,2017-03-20
G_RA_D_E,"Stock Prices for GÓRA¯D¯E, ISIN PLGRZDZ00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GÓRA¯D¯E<br><br>ISIN: PLGRZDZ00015<br><br>Currency: PLN,2016-09-12 19:32:30,1997-06-02,1999-12-08
GRAJEWO,"Stock Prices for GRAJEWO, ISIN PLZPW0000017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GRAJEWO<br><br>ISIN: PLZPW0000017<br><br>Currency: PLN,2016-11-01 19:03:51,1997-05-06,2016-10-27
GRAVITON,"Stock Prices for GRAVITON, ISIN PLWDM0000029, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GRAVITON<br><br>ISIN: PLWDM0000029<br><br>Currency: PLN,2019-01-22 18:30:26,2015-11-02,2019-01-22
GREENECO,"Stock Prices for GREENECO, ISIN PLANTI000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GREENECO<br><br>ISIN: PLANTI000012<br><br>Currency: PLN,2016-09-12 14:31:34,2012-09-25,2014-10-06
GREMINWES,"Stock Prices for GREMINWES, ISIN PLERFKT00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GREMINWES<br><br>ISIN: PLERFKT00010<br><br>Currency: PLN,2016-09-07 18:47:36,2016-01-14,2016-06-08
GREMISLTN,"Stock Prices for GREMISLTN, ISIN PLERFKT00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GREMISLTN<br><br>ISIN: PLERFKT00010<br><br>Currency: PLN,2016-09-12 14:44:42,2012-02-28,2013-01-31
GREMMEDIA,"Stock Prices for GREMMEDIA, ISIN PLERFKT00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GREMMEDIA<br><br>ISIN: PLERFKT00010<br><br>Currency: PLN,2016-09-12 14:31:34,2013-02-01,2016-01-13
GROCLIN,"Stock Prices for GROCLIN, ISIN PLINTGR00013, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GROCLIN<br><br>ISIN: PLINTGR00013<br><br>Currency: PLN,2020-04-24 18:30:34,1998-11-24,2020-04-24
GRODNO,"Stock Prices for GRODNO, ISIN PLGRODN00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GRODNO<br><br>ISIN: PLGRODN00015<br><br>Currency: PLN,2020-04-24 18:30:34,2015-10-09,2020-04-24
GRUPAAZOTY,"Stock Prices for GRUPAAZOTY, ISIN PLZATRM00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GRUPAAZOTY<br><br>ISIN: PLZATRM00012<br><br>Currency: PLN,2020-04-24 18:30:34,2013-09-06,2020-04-24
GRUPAONET,"Stock Prices for GRUPAONET, ISIN PLOPTMS00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GRUPAONET<br><br>ISIN: PLOPTMS00012<br><br>Currency: PLN,2016-09-12 20:08:28,1994-08-02,2006-11-03
GTC,"Stock Prices for GTC, ISIN PLGTC0000037, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: GTC<br><br>ISIN: PLGTC0000037<br><br>Currency: PLN,2020-04-24 18:30:34,2004-05-06,2020-04-24
HANDLOWY,"Stock Prices for HANDLOWY, ISIN PLBH00000012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HANDLOWY<br><br>ISIN: PLBH00000012<br><br>Currency: PLN,2020-04-24 18:30:34,1997-06-30,2020-04-24
HARDEX,"Stock Prices for HARDEX, ISIN PLHRDEX00021, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HARDEX<br><br>ISIN: PLHRDEX00021<br><br>Currency: PLN,2016-09-12 16:29:14,2008-07-15,2012-09-03
HARPER,"Stock Prices for HARPER, ISIN PLHRPHG00023, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HARPER<br><br>ISIN: PLHRPHG00023<br><br>Currency: PLN,2020-04-24 18:30:34,2010-07-23,2020-04-24
HAWE,"Stock Prices for HAWE, ISIN PLVENTS00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HAWE<br><br>ISIN: PLVENTS00019<br><br>Currency: PLN,2018-06-01 18:30:18,2007-02-14,2018-06-01
HBPOLSKA,"Stock Prices for HBPOLSKA, ISIN PLHDRWL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HBPOLSKA<br><br>ISIN: PLHDRWL00010<br><br>Currency: PLN,2016-09-12 16:29:14,2007-12-07,2013-03-28
HBWLOCLAW,"Stock Prices for HBWLOCLAW, ISIN PLHDRWL00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HBWLOCLAW<br><br>ISIN: PLHDRWL00010<br><br>Currency: PLN,2016-09-12 16:29:23,2007-09-18,2007-12-06
HELIO,"Stock Prices for HELIO, ISIN PLHELIO00014, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HELIO<br><br>ISIN: PLHELIO00014<br><br>Currency: PLN,2020-04-24 18:30:34,2007-05-10,2020-04-24
HERKULES,"Stock Prices for HERKULES, ISIN PLZRWZW00012, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HERKULES<br><br>ISIN: PLZRWZW00012<br><br>Currency: PLN,2020-04-24 18:30:34,2011-12-16,2020-04-24
HERMAN,"Stock Prices for HERMAN, ISIN PLHRMAN00039, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HERMAN<br><br>ISIN: PLHRMAN00039<br><br>Currency: PLN,2016-09-12 16:29:14,2008-04-14,2012-03-16
HMINWEST,"Stock Prices for HMINWEST, ISIN PLHMINW00016, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HMINWEST<br><br>ISIN: PLHMINW00016<br><br>Currency: PLN,2020-04-24 18:30:34,2019-07-18,2020-04-24
HOLLYWOOD,"Stock Prices for HOLLYWOOD, ISIN PLHOLWD00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HOLLYWOOD<br><br>ISIN: PLHOLWD00017<br><br>Currency: PLN,2020-04-24 18:30:34,2017-12-29,2020-04-24
HOOP,"Stock Prices for HOOP, ISIN PLHOOP000010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HOOP<br><br>ISIN: PLHOOP000010<br><br>Currency: PLN,2016-09-12 17:55:18,2003-08-06,2007-12-06
HOWELL,"Stock Prices for HOWELL, ISIN PLHOWEL00015, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HOWELL<br><br>ISIN: PLHOWEL00015<br><br>Currency: PLN,2016-09-12 19:15:53,1998-10-07,2004-10-22
HTLSTREFA,"Stock Prices for HTLSTREFA, ISIN PLHTLST00010, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HTLSTREFA<br><br>ISIN: PLHTLST00010<br><br>Currency: PLN,2016-09-12 16:58:57,2006-11-15,2010-09-27
HUBSTYLE,"Stock Prices for HUBSTYLE, ISIN PLGRNKT00019, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HUBSTYLE<br><br>ISIN: PLGRNKT00019<br><br>Currency: PLN,2020-04-24 18:30:34,2015-09-01,2020-04-24
HUTMEN,"Stock Prices for HUTMEN, ISIN PLHUTMN00017, Currency PLN",Stock prices from Warsaw Stock Exchange (GPW)<br><br>Symbol: HUTMEN<br><br>ISIN: PLHUTMN00017<br><br>Currency: PLN,2017-04-18 19:01:54,1997-11-05,2017-04-13
